column_1,column_2,column_3,column_4,column_5
1550,5403,-655,562,-1539
-1408,-7419,1978,-1707,-5494
1527,4879,-803,-383,5521
684,-1885,-2048,5610,7357
-710,-7894,-167,-4646,6376
-47,-6550,-2181,-2412,6998
-1533,-2286,255,5128,2901
-1617,2569,1137,-3834,-6228
2035,-2092,-327,-1710,2327
2186,-1048,2156,-4966,7955
-540,-4564,-2337,-1535,-5019
-1183,1742,1051,4388,-6692
1551,1163,129,-2252,-1119
2177,-4799,2348,1324,-5553
1686,7025,202,102,4551
452,-8131,38,-1561,-2423
-1175,1737,-60,-966,-7887
-2024,6390,-993,5727,7594
1128,5150,-309,-5038,-6634
-2341,-7473,-2195,-1563,3549
552,1817,255,-4538,998
898,-6150,1499,-3837,5982
-1104,7709,-1454,-14,1520
-1022,5022,1132,-3572,-4783
826,-5033,1594,-3285,-711
-1170,-4562,1812,1519,6156
-294,-4872,1170,1368,4726
1562,-2401,-774,-3776,-3177
-1731,-6009,-2061,-953,-660
2151,5264,-762,-1346,-4343
1663,-6148,-1718,853,-6436
-633,-5522,-872,-5349,3773
655,-4182,2322,-4004,7773
255,-4555,-37,-1034,366
-513,3523,-1749,-1503,-6264
-1560,8002,-2352,-1914,3656
1994,2503,-1919,-1074,4161
-1337,6393,889,541,-362
-158,-7814,-1996,5358,-654
-1962,-1824,230,4002,1697
1052,-7769,501,-1727,-6101
557,-3062,-1556,-2418,3993
560,-8614,-792,-1467,-2248
160,-3673,1296,1879,3641
-2303,4554,1791,5012,-6566
1108,6508,-413,-1050,-8437
-196,-3996,-1562,-550,8511
-1952,4809,-1525,-3430,951
193,-4504,-1549,1648,-187
-221,-5187,-1262,-2871,-6889
820,7823,-338,3948,-2503
1167,-2427,-1140,3360,5706
1183,-6977,-91,5043,4630
-1643,-7237,-2071,-454,3242
2052,-6213,1103,4428,8233
176,4413,867,495,3388
2081,-6294,-1303,-3218,-8489
-248,-2282,979,-3641,5754
1350,-8262,-523,-3653,1363
-282,-5692,314,433,3005
-2291,-4754,-572,950,2721
-1757,-599,1085,991,2152
-1000,8280,1757,4345,-3767
-1868,-5055,228,4646,6039
-1906,1121,1936,-4579,-3626
-2047,2747,-1208,-3557,-4406
-1229,6597,922,-3210,-8218
-935,7181,-102,-1766,-2568
-704,6284,-2373,2700,-4020
22,-3075,-1990,1471,1419
1335,6382,-404,3733,8192
193,3322,2274,3440,1522
2152,3983,-1361,2667,1233
-1913,-3509,1543,5626,4319
1720,73,-843,308,-8373
902,-6870,-1316,3930,4289
-390,8712,879,-2147,878
-205,-618,1472,3465,5434
-2329,-7854,482,4266,-4603
181,-3489,-1484,5085,-2723
-762,5001,1956,-2517,-3697
1488,-3028,-1972,5536,6788
1291,-7689,938,4482,123
-223,6254,-414,896,-3509
1735,-3977,2115,-4628,2437
385,-8401,-1420,-2713,-7002
237,8334,2384,-5653,-5146
-2397,8296,-2088,-5095,7831
-2205,8502,-587,288,-1942
-2252,8578,876,3001,8202
-1271,-6245,-428,-3933,3569
-90,5481,2019,-4608,2748
926,-7731,1707,3061,-2945
-2080,-7934,2374,5391,-6318
12,-4389,-850,5372,7078
-1296,8126,-2356,3413,3215
-789,6917,-1571,-2125,3672
-1315,-2372,-104,-2154,-7301
-158,-7862,581,4755,-994
1714,-2873,973,636,6462
1807,2236,1884,2598,-3099
-72,-5108,237,-4575,-7275
2069,-7407,-1974,-3437,-2840
-2162,7954,-1540,-5646,-3135
-882,-5326,-1580,4172,2798
2196,5725,-852,-1238,1619
-1426,2960,2017,3356,3346
-1030,2380,-1994,-109,2273
-2308,7583,-1067,-1584,-2103
249,-7682,707,5117,2472
1826,-2122,552,-4601,-7641
419,5015,-2046,-1676,-105
-1423,-3994,-1231,-5578,1046
1046,-1110,-371,4506,-3471
857,-5635,-544,-1984,2431
-650,4244,-566,2099,-7997
232,-3742,-1418,-5470,4343
2010,-55,2324,-3319,-3996
-1789,2483,-1515,-2368,-441
-1160,-1865,-2387,-5571,7051
-1992,1011,-334,2477,1101
-766,8527,1755,2580,6666
1337,-1156,-1091,1327,863
1509,-6180,-681,-5126,7635
-2160,-3972,2022,790,-4492
-1990,7390,-1012,1391,-147
-28,2870,-1790,3887,3738
206,5113,2169,545,1303
-1420,7259,-1892,-4068,-1035
1717,-1444,1623,-3077,8103
2189,5900,-1104,-1994,1228
671,-3325,-1327,2969,5155
1679,2637,-591,-2583,4048
1288,2602,-646,60,-6650
-1968,2589,-2146,2724,-6619
-225,4651,970,-5620,-3320
-1762,3573,-280,3558,-7368
-510,-5326,-2291,-4516,-8246
-1511,7607,-2215,-1737,-2706
-1466,-8077,-1943,-2630,1418
-1386,-5290,227,-1813,3273
