column_1,column_2,column_3,column_4,column_5
5853,57332,-1573,-31273,39762
-581,-27577,-2978,22519,-10898
-602,-49071,-8358,-5949,-9444
-13152,66799,-1671,14739,-44249
-18529,13673,-8359,-30500,27343
-12273,-51566,5087,-7929,-47345
16801,56888,7827,1806,12470
15496,-58113,738,15725,-39867
9793,31213,14860,-2641,-7178
-9047,-23378,-4951,4579,-47866
15293,3683,-11688,15034,21693
902,78138,265,-980,-28069
-17445,80878,675,21928,12469
18303,8826,-2390,15535,50451
17801,-40224,-9697,-32115,-22599
-17191,62494,7376,26054,39450
5798,-30593,3836,11775,32649
9678,59377,-9023,25348,25622
5990,-80065,1955,29775,36732
-8076,9822,-714,2844,21213
1130,-45368,4803,-8868,25631
3614,36069,-13511,-10230,6721
-7270,-39545,-440,-29876,461
-15376,2674,-9558,-17919,38524
4496,-53762,-10467,6600,-28228
-6122,-53318,14812,-17117,2050
-271,-43845,3849,-13688,-37467
-545,-24404,11623,12185,44073
-3151,-36569,6289,-9291,-22886
-15397,-70848,2430,-17988,36422
18823,33884,3833,-26285,21588
6882,29663,-5890,7851,19540
-18779,42600,1566,-16234,-44777
1074,26232,-10537,-29005,-40250
-4192,58920,11649,14907,-7393
17287,46245,-9573,-26848,-9686
-8251,-6688,-7501,21678,2942
-12948,-58209,-958,2764,44516
-14388,38223,8144,30170,-29253
-15929,33711,8077,-6919,-49406
-18646,-43605,-2425,-18240,49770
7325,84651,-12361,-2355,-44423
6188,2061,5302,12222,-23267
-9525,32912,7252,-18011,1443
-1935,7159,9527,25898,33141
13405,73096,-13840,-32686,-1585
-12429,83838,8470,-13973,30628
781,30909,4236,3453,-15330
-4247,51947,6331,-28633,-48785
8462,-21583,476,16979,13993
17151,33252,14047,-13641,-29867
14676,17526,-10489,20023,-41008
11279,-39713,2598,15575,-22476
-11373,-34539,-8643,-10268,14211
6421,57812,-8581,-5919,30730
-17089,52218,1171,-20764,-7155
-2525,-76069,12436,-2490,-14606
15498,-58965,1543,-7981,26413
-12183,-76759,2247,29000,-8110
-18689,-16171,-12011,375,-15243
3808,50922,12512,6106,1334
17809,-64399,7664,19049,1138
12068,84986,-1079,-16198,-11437
10434,52511,13094,24593,42506
-15411,-27053,-4948,19550,-24879
-9163,23369,4528,20763,25153
-3751,37709,13872,-17876,-11439
-5242,33896,1880,-6102,-496
-18322,54458,-7691,-13774,45877
18673,-43186,7885,23131,-28957
3049,61198,-2642,-26086,33625
-10542,13031,13056,-13134,-48955
7240,49366,-4571,5650,-14295
-7640,62282,-2074,13210,-5964
-7055,-36298,10119,26841,15026
-3398,45725,-12073,-31099,-42874
-14148,-41948,10312,27366,-47717
11033,-5002,-12156,-221,3821
-487,61477,-4091,-14883,7826
249,37613,-9184,-11046,17630
9634,-54874,-3704,4131,-1730
-6039,46574,-4287,2551,14233
-13036,-55947,6258,-8926,12403
-17354,-22642,6883,28397,-22937
8998,56611,-6783,-28602,-2586
-13841,-17429,4352,-26907,-23236
1381,48727,-10297,-15131,37274
6982,7211,5910,23225,43798
13846,73659,6284,-3555,24624
-3560,80813,8565,-11382,12381
13328,-38579,12756,-7074,-47445
-2371,-4491,-6807,-26099,-21735
-2617,-39379,8746,4019,-48265
375,-3356,-13766,-27962,-48335
-4467,-40498,-10274,-15177,-39675
2656,-6497,-4476,31569,-3073
-17638,-6375,1662,17424,-24843
-1494,5074,-6633,20864,13872
-12197,-59224,-14676,18187,-47602
6757,20775,9954,22185,-25802
-11948,48488,13437,24692,45519
13032,51500,-1838,-15689,27754
-8297,43967,3424,-29072,31440
-8953,-51367,-2232,-6872,-15395
11509,-19594,14082,29793,-31906
2398,71417,9383,13773,13027
-3680,40279,31,-26957,-11856
-16268,-22138,6376,27383,-5932
-13649,-47300,9229,24036,18680
15729,39465,-156,382,-11004
-14597,67038,6210,-23766,-8592
-4268,-55615,-870,2407,-35578
-8571,38803,-8144,-3283,15150
-3789,33546,8547,-13439,46880
-7514,52715,-9636,-6147,28879
5443,-68791,-601,9681,-2142
-11067,67978,-4490,-9697,-38265
-1576,-62335,-11441,-26111,49975
13306,-31523,13080,30288,-18530
-12368,-25829,9281,-19554,3241
-5398,-84410,-1026,-7157,-41539
16665,36578,-2795,24814,-9730
673,-5116,-9233,-18438,8783
-7563,-77800,-4764,-31658,-13773
-2105,20845,10844,5961,4436
6774,591,-573,-19699,39311
3572,-73054,2638,-4451,-45474
17209,-84297,-4057,-14498,41643
6958,-10570,175,-18925,19150
-797,-51311,9622,-8025,-10454
-14925,-82432,9054,9320,-21714
-16036,4206,13311,4725,-46321
-7076,-30020,-10100,471,2510
-5479,62953,11869,1709,-4317
-14867,-14533,5347,27902,-16342
6028,30578,-14028,-2703,-8690
-7405,-34805,-9851,-15930,-34153
2465,-1483,10925,24786,-46554
-15181,41130,-13572,-4909,29576
-2083,67168,-4337,-10294,-3318
-17900,-27876,9849,-23842,-16479
-31,-2763,-6072,-19267,28903
-18768,-50304,-10941,-10899,-10574
14253,60076,11656,12187,32077
13754,14167,-4437,-9424,38970
17954,-14591,-3026,-21384,-228
11517,-84425,-13387,11244,25506
-8618,65469,-11112,4856,-46185
9441,-60326,12867,27754,-43823
11255,-68556,14153,2606,-48538
966,59379,-8591,-26658,32148
-3388,71578,-10900,-16377,-48436
-1357,41460,-5997,2166,8728
-264,-10006,-12413,-26382,38990
-78,-1227,-13015,12661,28111
12655,-62450,-10285,-21517,24369
-4988,59514,883,-5489,8236
15213,-26874,-8132,12375,-28006
17006,-57082,666,-21477,1244
-6229,-45211,13582,7171,21779
12595,-20222,10952,-1683,28905
-6131,33590,-13037,-22042,44762
11819,-65489,-7003,-23135,-2925
7244,-15763,-11514,24020,-1922
17667,71317,962,30451,-27044
-16870,-23861,-252,-26995,9766
-18510,34079,13927,-821,31407
-9350,-4049,1015,-16926,-36045
-15590,74206,-7853,31273,14406
-11726,-15661,-10905,-29824,-12631
-9992,-60533,12336,-21509,46122
11353,-12665,-14889,-4121,-13943
-613,-22208,-1426,-31278,-33033
11549,12330,-13307,-11591,-35179
1277,-16405,3337,-11755,5590
4876,9538,8928,14111,6756
18767,48865,-12504,19127,-48461
-8550,18694,4026,19920,24263
9211,-50740,3615,-5748,21263
9499,80761,-9802,-4589,39498
-10187,-79175,-7846,-25113,31050
17695,-68898,-13689,-28735,42815
-12707,73010,-10090,-3449,-40283
12949,-77992,-3996,-6435,6183
-9100,-42790,-10601,-3995,14318
-16158,-24993,-3528,-113,38129
-6788,-33673,13311,6215,-4128
-5801,-34114,-1064,2656,-48769
-5032,64647,3840,-21537,12800
-5827,-4363,-7625,-21505,-49274
15757,59532,-430,24555,-45434
622,-45490,13650,-28082,-16880
